f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",7,Db Journey,dbjourney.com,Swedish fast-growing D2C premium travel bag brand,Piquadro; TUMI (Samsonite)
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",8,Nomatic,nomatic.com,US fast-growing D2C premium travel/tech bag brand,Piquadro; TUMI (Samsonite)
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",9,WANDRD,wandrd.com,US fast-growing D2C premium travel/camera bag brand,Louis Vuitton (LVMH); TUMI (Samsonite)
OGIO (Topgolf Callaway Brands),Aston Martin partner,"Luxury, Fashion & Beauty",10,Adacraft,adacraft.golf,Independent premium golf bag and accessories brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",1,Diesel,diesel.com,OTB-owned premium denim and casualwear brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",2,Levi Strauss & Co,levi.com,US heritage global denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",3,7 For All Mankind,7forallmankind.com,US premium denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",4,AG Jeans,agjeans.com,US premium denim contemporary brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",5,Only & Sons (Bestseller),onlyandsons.com,Danish casual menswear brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",6,Guess,guess.com,US global casual/denim lifestyle brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",7,Nudie Jeans,nudiejeans.com,Swedish independent sustainable premium denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",8,APC,apc.fr,French independent minimalist denim and fashion label,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",9,Acne Studios,acnestudios.com,Swedish independent luxury denim/fashion house,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",10,Ksubi,ksubi.com,Australian independent premium denim streetwear brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",11,One Teaspoon,oneteaspoon.com,Australian independent premium denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",12,Citizens of Humanity,citizensofhumanity.com,US premium contemporary denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",13,Mother Denim,motherdenim.com,US premium contemporary denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",14,Paige Denim,paige.com,US premium contemporary denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",15,Hudson Jeans,hudsonjeans.com,US premium contemporary denim brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",16,Rag & Bone,rag-bone.com,US independent contemporary denim and fashion brand,
Pepe Jeans,Red Bull Racing partner,"Luxury, Fashion & Beauty",17,Naked & Famous Denim,nakedandfamousdenim.com,Canadian independent raw denim specialist brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",1,Moncler Grenoble,moncler.com,LVMH-adjacent Italian luxury ski performance line,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",2,Post Archive Faction (ski line),p-a-f.jp,Independent fashion-forward technical outerwear label,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",3,Halfdays,halfdays.com,US independent fast-growing luxury skiwear D2C brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",4,Duvetica,duvetica.it,Italian independent luxury down outerwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",5,Colmar Originals,colmar.it,Italian heritage luxury skiwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",6,Skea Limited,skealimited.com,US independent luxury skiwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",7,Toni Sailer,tonisailer.com,Austrian independent luxury skiwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",8,Head,head.com,Austrian global ski equipment and apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",9,Roxy,roxy.com,Boardriders-owned women's action-sports/snow apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",10,Burton Snowboards,burton.com,US heritage snowboard and snow apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",11,Holden Outerwear,holdenouterwear.com,US independent premium snow outerwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",12,Airblaster,airblaster.com,US independent snow lifestyle outerwear brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",13,Picture Organic Clothing,picture-organic-clothing.com,French independent sustainable snow/outdoor apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",14,Norrona,norrona.com,Norwegian independent premium outdoor/ski apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",15,Descente,descente.co.jp,Japanese premium performance ski apparel brand,
Perfect Moment,Alpine partner,"Luxury, Fashion & Beauty",16,8848 Altitude,8848altitude.com,Nordic independent premium skiwear brand,
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",1,Porsche Design,porsche-design.com,German luxury lifestyle accessories brand,
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",2,Ettinger,ettinger.co.uk,British independent luxury leather goods brand,TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",3,Bosca,bosca.com,US heritage premium leather goods brand,
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",4,Filson,filson.com,US heritage premium bags and outdoor goods brand,
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",5,Von Baer,vonbaer.com,British independent premium leather goods D2C brand,
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",6,Want Les Essentiels,wantlesessentiels.com,Canadian independent luxury leather goods brand,Louis Vuitton (LVMH); TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",7,Troubadour Goods,troubadourgoods.com,British independent premium leather/travel goods brand,Louis Vuitton (LVMH); TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",8,Ghurka,ghurka.com,US heritage independent luxury leather goods house,Louis Vuitton (LVMH); TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",9,Horizn Studios,horizn-studios.com,German fast-growing D2C smart luggage brand,TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",10,Calpak,calpaktravel.com,US fast-growing D2C premium luggage brand,TUMI (Samsonite)
Piquadro,Racing Bulls partner; Audi partner,"Luxury, Fashion & Beauty",11,Level8,level8case.com,Fast-growing D2C premium polycarbonate luggage brand,TUMI (Samsonite)
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",1,Salomon,salomon.com,French performance outdoor/trail footwear brand,Perfect Moment
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",2,Alo Yoga,aloyoga.com,US fast-growing premium athleisure/yoga apparel brand,adidas
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",3,Vuori,vuoriclothing.com,US fast-growing premium athleisure apparel challenger brand,adidas
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",4,Rhone,rhone.com,US fast-growing premium men's athleisure D2C brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",5,Autry Action Shoes,autry-usa.com,Italian fast-growing independent retro sneaker label,Athletic Propulsion Labs (APL)
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",6,Axel Arigato,axelarigato.com,Swedish fast-growing independent premium sneaker brand,Athletic Propulsion Labs (APL); adidas
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",7,Common Projects,commonprojects.com,US independent minimalist premium sneaker brand,Athletic Propulsion Labs (APL); adidas
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",8,Golden Goose,goldengoose.com,Italian fast-growing distressed-luxury sneaker brand,Athletic Propulsion Labs (APL); adidas
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",9,Filling Pieces,fillingpieces.com,Dutch independent premium sneaker/streetwear brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",10,Novesta,novesta.eu,Slovak independent retro sneaker manufacturer,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",11,Veja Sneakers,veja-store.com,French fast-growing sustainable D2C sneaker brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",12,Athleta,athleta.gap.com,US premium athleisure apparel brand (Gap Inc.),
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",13,Fabletics,fabletics.com,US fast-growing D2C celebrity-founded athleisure brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",14,Carbon38,carbon38.com,US fast-growing premium athleisure specialty retailer/brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",15,Set Active,setactive.co,US fast-growing D2C athleisure challenger brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",16,Sweaty Betty,sweatybetty.com,British premium women's athleisure brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",17,Varley,varley.com,British fast-growing premium athleisure D2C brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",18,Beyond Yoga,beyondyoga.com,US premium size-inclusive athleisure brand,
Puma,F1 official provider (retail/apparel); Ferrari/McLaren/Aston Martin kit; F1 Academy partner,"Luxury, Fashion & Beauty",19,Outdoor Voices,outdoorvoices.com,US independent recreational athleisure D2C brand,
Ray-Ban (EssilorLuxottica),Ferrari partner,"Luxury, Fashion & Beauty",1,Gentle Monster,gentlemonster.com,South Korean fast-growing fashion-forward eyewear brand,ic! berlin
Ray-Ban (EssilorLuxottica),Ferrari partner,"Luxury, Fashion & Beauty",2,Le Specs,lespecs.com,Australian independent fashion sunglasses brand,
Ray-Ban (EssilorLuxottica),Ferrari partner,"Luxury, Fashion & Beauty",3,Vint & York,vintandyork.com,D2C fashion eyewear challenger brand,
Ray-Ban (EssilorLuxottica),Ferrari partner,"Luxury, Fashion & Beauty",4,Electric Visual,electriccalifornia.com,US action-sports eyewear brand,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",1,Hobbs London,hobbs.co.uk,British contemporary womenswear brand,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",2,Karen Millen,karenmillen.com,British contemporary occasionwear brand,HUGO / Hugo Eyewear + BOSS (Hugo Boss)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",3,Me+Em,meandem.com,British independent premium contemporary womenswear D2C brand,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",4,Staud,staud.clothing,US independent contemporary fashion label,Louis Vuitton (LVMH)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",5,Mansur Gavriel,mansurgavriel.com,US independent minimalist luxury fashion brand,Louis Vuitton (LVMH)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",6,Nanushka,nanushka.com,Hungarian independent contemporary luxury fashion label,Louis Vuitton (LVMH)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",7,Simon Miller,simonmiller.com,US independent contemporary fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",8,Demellier,demellierparis.com,British D2C luxury handbag/fashion challenger brand,Louis Vuitton (LVMH)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",9,By Far,byfar.com,Bulgarian independent fast-growing luxury accessories label,Louis Vuitton (LVMH)
Reiss,McLaren partner,"Luxury, Fashion & Beauty",10,Anine Bing,aninebing.com,Danish-American fast-growing contemporary fashion brand,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",11,The Row,therow.com,US independent ultra-minimalist luxury fashion house,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",12,Khaite,khaite.com,US independent contemporary luxury fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",13,Toteme,toteme-studio.com,Swedish independent minimalist contemporary fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",14,Ganni,ganni.com,Danish fast-growing contemporary fashion brand,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",15,Rejina Pyo,rejinapyo.com,British independent contemporary fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",16,Rixo,rixo.co.uk,British independent contemporary fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",17,Self-Portrait,self-portrait-studio.com,British fast-growing contemporary fashion label,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",18,Jacquemus,jacquemus.com,French independent-turned-scale contemporary fashion house,
Reiss,McLaren partner,"Luxury, Fashion & Beauty",19,Ami Paris,amiparis.com,French independent contemporary fashion house,
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",1,Audemars Piguet Royal Oak Offshore,audemarspiguet.com,Independent Swiss ultra-luxury sports watchmaker,
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",2,Hublot Big Bang,hublot.com,LVMH-owned fusion-concept luxury sports watch brand,
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",3,Girard-Perregaux Laureato,girard-perregaux.com,Independent Swiss haute horlogerie manufacture,
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",4,Corum,corum-watches.com,Independent avant-garde Swiss luxury watchmaker,Girard-Perregaux; H. Moser & Cie; Rolex
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",5,De Grisogono,degrisogono.com,Independent ultra-luxury jewelry and watch house,Girard-Perregaux; H. Moser & Cie; Rolex
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",6,Louis Moinet,louismoinet.com,Independent boutique haute horlogerie house,Girard-Perregaux; H. Moser & Cie; Rolex
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",7,Cvstos,cvstos.com,Independent avant-garde Swiss sports watchmaker,Girard-Perregaux; Rolex
Richard Mille,Ferrari partner; McLaren partner,"Luxury, Fashion & Beauty",8,Christophe Claret,christopheclaret.com,Independent complications specialist manufacture,Girard-Perregaux; Rolex
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",1,Bovet 1822,bovet.com,Independent Swiss haute horlogerie house,Girard-Perregaux; Richard Mille
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",2,Laurent Ferrier,laurentferrier.ch,Independent boutique haute horlogerie house,
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",3,Kari Voutilainen (atelier),voutilainen.fi,Independent haute horlogerie atelier,
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",4,Rexhep Rexhepi (Akrivia),akrivia.ch,Independent young haute horlogerie maison,
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",5,Petermann Bedat,petermann-bedat.ch,Independent young Swiss haute horlogerie duo,Girard-Perregaux; H. Moser & Cie
Rolex,Australian GP major partner (legacy F1 timing partner heritage); Tudor parent at Racing Bulls,"Luxury, Fashion & Beauty",6,Naoya Hida & Co,naoyahida.com,Independent Japanese haute horlogerie microbrand,Girard-Perregaux; H. Moser & Cie
Sephora (LVMH),F1 Academy partner and car title sponsor,"Luxury, Fashion & Beauty",1,Beautylish,beautylish.com,US online prestige beauty retailer,
Sephora (LVMH),F1 Academy partner and car title sponsor,"Luxury, Fashion & Beauty",2,Deciem (The Ordinary retail),deciem.com,Fast-growing beauty brand portfolio/retailer,
Sephora (LVMH),F1 Academy partner and car title sponsor,"Luxury, Fashion & Beauty",3,Lush Cosmetics,lush.com,British independent ethical beauty retailer,
Sephora (LVMH),F1 Academy partner and car title sponsor,"Luxury, Fashion & Beauty",4,Sokoglam,sokoglam.com,US fast-growing K-beauty online retailer,
