sector,rank,priority_score,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
"10 Batteries, EV, Waste & Water",52,34,Rimac Technology,rimac-technology.com,Croatia,High-performance EV battery & drive systems,"1,000-5,000",1k-5k,adjacent,,,Backed by Bugatti-Rimac and Porsche/Hyundai investment — funded enough for a growth-tier deal,Motorsport-native hypercar battery-tech pedigree is a natural narrative fit for F1's hybrid era
"10 Batteries, EV, Waste & Water",53,34,SK Signet,sksignet.com,South Korea,Ultra-fast EV chargers,"501-1,000",250-1k,adjacent,,,SK Group-backed manufacturer with US/European expansion — affordable at core tier,Ultra-fast charging hardware maker fits F1's global electrified-era growth story
"10 Batteries, EV, Waste & Water",54,34,Terrapure Environmental,terrapure.com,Canada,Industrial waste & recycling (private),"501-1,000",250-1k,adjacent,,,"Private, PE-backed regional operator — fits a modest regional deal at the floor tier",Industrial recycling specialist fits F1's net-zero-2030 pledge and Canadian GP market
"10 Batteries, EV, Waste & Water",55,34,Viridor,viridor.co.uk,United Kingdom,Recycling & waste-to-energy (private equity-owned),"1,000-5,000",1k-5k,adjacent,,,"PE-backed (KKR), multi-billion-pound infrastructure scale — affordable at core tier",UK recycling/energy-from-waste leader fits F1's British GP presence and sustainability pledge
"10 Batteries, EV, Waste & Water",56,30,Advanced Drainage Systems,adspipe.com,United States,Water management infrastructure (public),"5,000-10,000",5k-10k,adjacent,,,"Public company, ~$2.9B annual revenue — comfortably affordable",Stormwater/water-management infrastructure fits F1's sustainability and water-category precedent
"10 Batteries, EV, Waste & Water",57,30,Easee,easee.com,Norway,Smart EV charging hardware (private),"501-1,000",250-1k,sentiment,,,"Private, rebuilt sales post-2022 recall with new certification — affordable at core tier",Recovered Nordic charging brand seeking reputational rebuild fits an F1 visibility platform
"10 Batteries, EV, Waste & Water",58,30,Envision AESC,envision-aesc.com,Japan / United Kingdom,EV battery gigafactories,"5,000-10,000",5k-10k,adjacent,,,Backed by Envision Group's multi-billion-dollar renewables business — affordable,Gigafactory scale-up fits F1's 2026 hybrid power-unit transition
"10 Batteries, EV, Waste & Water",59,26,Star Charge,star-charge.com,China,EV charging equipment maker,"5,000-10,000",5k-10k,sentiment,,,Large private Chinese charger manufacturer with global exports — affordable,Global charging hardware scale fits F1's EV story; China-HQ optics flagged for sponsor review
11 Engineering Consultancies & EPC,1,50,STO Building Group,stobuildinggroup.com,USA,EPC / construction (incl. Structure Tone),"4,500+",1k-5k,core,,,Revenue ~$5B+; privately held parent of Structure Tone/Pavarini.,"Active in data centers and corporate infrastructure, seeking brand visibility amid US build-out."
11 Engineering Consultancies & EPC,2,46,Aurecon Group,aurecongroup.com,Australia,Design & engineering consultancy,"7,500+",5k-10k,core,,,Revenue ~A$1.4B; employee-owned.,'Bring ideas to life' engineering brand fits F1 innovation storytelling.
11 Engineering Consultancies & EPC,3,46,Daewoo E&C,daewooenc.com,South Korea,EPC / construction,"6,000+",5k-10k,core,,,FY2024 revenue ~KRW 10T; KRX-listed.,"Korean EPC major building overseas mega-projects, seeking global brand visibility."
11 Engineering Consultancies & EPC,4,46,GS Engineering & Construction,gsenc.com,South Korea,EPC / construction,"8,000+",5k-10k,core,,,FY2024 revenue ~KRW 13T; KRX-listed.,Korean EPC major with Gulf project exposure overlapping F1 Middle East calendar.
11 Engineering Consultancies & EPC,5,46,Hatch Ltd,hatch.com,Canada,Design & engineering consultancy (mining/infrastructure),"9,000+",5k-10k,core,,,"Revenue ~C$1.5B+; employee-owned, global mining/metals EPC.",Heavy-industry engineering brand fits F1's technology/performance story.
11 Engineering Consultancies & EPC,6,46,HNTB Corporation,hntb.com,USA,Design & engineering consultancy (transportation),"6,500+",5k-10k,core,,,Revenue ~$1.9B; employee-owned.,Transportation-infrastructure focus fits F1 circuit/transit projects.
11 Engineering Consultancies & EPC,7,46,Implenia AG,implenia.com,Switzerland,EPC / construction,"9,500+",5k-10k,core,,,FY2024 revenue ~CHF 4B; SIX-listed (IMPN).,Swiss engineering/construction brand aligned with precision-engineering positioning.
11 Engineering Consultancies & EPC,8,46,Keller Group,keller.com,UK,Geotechnical engineering,"10,000+",5k-10k,core,,,FY2024 revenue ~£3.4B; LSE-listed (KLR).,World's largest geotechnical engineering contractor — literal ground-engineering for F1 venues.
11 Engineering Consultancies & EPC,9,46,Maire Tecnimont,mairetecnimont.com,Italy,EPC (petrochemical/energy),"9,500+",5k-10k,core,,,FY2024 revenue ~€4.5B; Milan-listed (MAIRE).,Italian EPC brand seeking European visibility alongside home Grands Prix (Imola/Monza).
11 Engineering Consultancies & EPC,10,46,Max Bögl,max-boegl.de,Germany,EPC / construction (infrastructure),"6,500+",5k-10k,core,,,"Revenue ~€2.5B+; privately held, family-owned.",German precision-engineering/prefab construction brand fits F1's German engineering narrative.
11 Engineering Consultancies & EPC,11,46,McCarthy Building Companies,mccarthy.com,USA,EPC / construction,"6,000+",5k-10k,core,,,"Revenue ~$6B+; 100% employee-owned, oldest US builder.",Data-centers/stadiums builder aligned with F1's American growth story.
11 Engineering Consultancies & EPC,12,46,Norconsult,norconsult.com,Norway,Design & engineering consultancy,"6,500+",5k-10k,core,,,"Revenue ~NOK 8.5B; employee-owned, Nordic market leader.",Nordic engineering leader wanting international exposure via F1.
11 Engineering Consultancies & EPC,13,46,Royal HaskoningDHV,royalhaskoningdhv.com,Netherlands,Design & engineering consultancy,"6,500+",5k-10k,core,,,Revenue ~€1.1B; employee-owned.,European engineering consultancy seeking B2B brand visibility.
11 Engineering Consultancies & EPC,14,46,Samsung E&A,samsungena.com,South Korea,EPC (energy/chemical),"6,000+",5k-10k,core,,,FY2024 revenue ~KRW 8.9T; KRX-listed.,Korean EPC major building Gulf energy projects; F1 Middle East overlap.
11 Engineering Consultancies & EPC,15,46,WBHO,wbho.co.za,South Africa,EPC / construction,"10,000+",5k-10k,core,,,JSE-listed (WBO); revenue ~ZAR 24B+.,Major African contractor seeking international engineering-brand exposure.
11 Engineering Consultancies & EPC,16,42,Bauer Group,bauer.de,Germany,Geotechnical engineering & equipment,"11,000+",10k+,core,,,FY2024 revenue ~€2.1B; Frankfurt-listed (B5A).,German geotechnical engineering/equipment brand tied to precision-engineering positioning.
11 Engineering Consultancies & EPC,17,42,Bouygues Construction,bouygues-construction.com,France,EPC / construction,"58,000+",10k+,core,,,Bouygues group FY2024 revenue ~€54B; Euronext-listed (EN).,French construction major seeking home-GP heritage visibility.
11 Engineering Consultancies & EPC,18,42,Colas Group,colas.com,France,EPC / road construction,"60,000+",10k+,core,,,Part of Bouygues; FY2024 revenue ~€16.5B.,Builds/maintains roads and racetracks — literal F1-track-surfacing relevance.
11 Engineering Consultancies & EPC,19,42,Consolidated Contractors Company (CCC),ccc.net,Greece,EPC / construction (MENA),"100,000+ (project workforce)",10k+,core,,,Revenue ~$4B+; largest privately-held contractor in MENA.,Gulf mega-project portfolio directly overlaps F1's Saudi/Abu Dhabi/Qatar/Bahrain races.
11 Engineering Consultancies & EPC,20,42,HDR Inc,hdrinc.com,USA,Design & engineering consultancy,"12,000+",10k+,core,,,Revenue ~$3.3B; employee-owned.,Transportation-infrastructure engineering brand aligned with F1 host-city projects.
11 Engineering Consultancies & EPC,21,42,Nesma & Partners,nesma.com,Saudi Arabia,EPC / construction (Gulf),"20,000+",10k+,core,,,"Revenue ~$2B+; privately held, major NEOM/giga-project contractor.",Saudi contractor building NEOM/giga-projects directly overlapping Saudi Arabian GP host-nation visibility.
11 Engineering Consultancies & EPC,22,42,OHLA,ohla.com,Spain,EPC / construction,"17,000+",10k+,core,,,FY2024 revenue ~€3.4B; Madrid-listed (OHLA).,Spanish construction major seeking rebuild-phase brand visibility.
11 Engineering Consultancies & EPC,23,42,Peab AB,peab.se,Sweden,EPC / construction,"16,000+",10k+,core,,,FY2024 revenue ~SEK 68B; Nasdaq Stockholm-listed.,Nordic construction group seeking Nordic-market brand visibility.
11 Engineering Consultancies & EPC,24,42,PORR AG,porr-group.com,Austria,EPC / construction,"20,000+",10k+,core,,,FY2024 revenue ~€6.3B; Vienna-listed (POS).,Central European construction major seeking pan-European exposure.
11 Engineering Consultancies & EPC,25,42,Royal BAM Group,bam.com,Netherlands,EPC / construction,"17,000+",10k+,core,,,FY2024 revenue ~€7.9B; Euronext-listed (BAMNB).,Dutch construction major seeking European visibility.
11 Engineering Consultancies & EPC,26,42,Sacyr,sacyr.com,Spain,EPC / infrastructure & concessions,"15,000+",10k+,core,,,FY2024 revenue ~€5.8B; Madrid-listed (SCYR).,Spanish infrastructure group seeking exposure via Spanish GP.
11 Engineering Consultancies & EPC,27,42,Saipem SpA,saipem.com,Italy,EPC (energy/offshore),"30,000+",10k+,core,,,FY2024 revenue ~€13.5B; Milan-listed (SPM).,Global energy EPC brand with strong Gulf pipeline overlapping F1 Middle East races.
11 Engineering Consultancies & EPC,28,42,Vinci Construction,vinci-construction.com,France,EPC / construction,"90,000+ (Vinci group)",10k+,core,,,Vinci group FY2024 revenue ~€71B; Euronext-listed (DG).,Runs airports/highways near F1 markets; engineering-excellence + talent recruiting.
11 Engineering Consultancies & EPC,29,34,Aveng Group,aveng.co.za,South Africa,EPC / construction,"3,500+",1k-5k,adjacent,,,JSE-listed (AEG); revenue ~ZAR 10B+.,African infrastructure engineering brand seeking international exposure.
11 Engineering Consultancies & EPC,30,34,Buro Happold,burohappold.com,UK,Design & engineering consultancy (major venues),"2,700+",1k-5k,adjacent,,,"Revenue ~£300M+; employee-owned, stadium/major-events specialist.",Engineers stadiums/major-event venues — natural F1 hospitality/venue tie-in.
11 Engineering Consultancies & EPC,31,34,Currie & Brown,curriebrown.com,UK,PM & cost consultancy,"3,000+",1k-5k,adjacent,,,Part of Samsung C&T (owned since 2021); global project delivery.,"Cost/PM consultancy for major venues and Gulf giga-projects, aligning with F1 host markets."
11 Engineering Consultancies & EPC,32,34,EllisDon,ellisdon.com,Canada,EPC / construction,"3,500+",1k-5k,adjacent,,,Revenue ~C$5B+; privately/employee held.,Stadium/venue expertise relevant to F1 host-venue builds.
11 Engineering Consultancies & EPC,33,34,Gleeds,gleeds.com,UK,PM & cost consultancy,"2,800+",1k-5k,adjacent,,,"Revenue ~£300M+; employee-owned, 130-yr history.",Cost/PM consultancy for major stadiums and Gulf mega-projects.
11 Engineering Consultancies & EPC,34,34,Heijmans,heijmans.nl,Netherlands,EPC / construction,"5,000+",1k-5k,adjacent,,,FY2024 revenue ~€2.3B; Euronext-listed (HEIJM).,Dutch infrastructure builder seeking B2B brand exposure.
11 Engineering Consultancies & EPC,35,34,Linesight,linesight.com,Ireland,PM & cost consultancy (incl. data centers),"2,500+",1k-5k,adjacent,,,"Revenue ~$300M+; privately held, leading data-center cost consultancy.",Data-center-boom cost consultancy seeking brand visibility amid hyperscale build-out.
11 Engineering Consultancies & EPC,36,34,Multiconsult,multiconsult.no,Norway,Design & engineering consultancy,"2,700+",1k-5k,adjacent,,,Oslo-listed (MULTI); revenue ~NOK 3.7B.,Nordic engineering firm seeking international B2B exposure.
11 Engineering Consultancies & EPC,37,34,PM Group,pmgroup-global.com,Ireland,Engineering & PM consultancy (pharma/tech),"3,700+",1k-5k,adjacent,,,Revenue ~€500M+; employee-owned.,Life-sciences/tech-facility engineering brand seeking European visibility.
11 Engineering Consultancies & EPC,38,34,POSCO E&C,poscoenc.com,South Korea,EPC / construction (steel/infrastructure),"4,500+",1k-5k,adjacent,,,Part of POSCO Holdings; revenue ~KRW 8T+.,Steel-and-infrastructure engineering group targeting industrial-brand visibility.
11 Engineering Consultancies & EPC,39,34,Rider Levett Bucknall,rlb.com,UK,PM & cost consultancy (QS),"4,500+",1k-5k,adjacent,,,"Revenue ~$700M+; partnership-owned, global QS leader.",Global cost-consultancy brand delivering major sporting venues worldwide.
11 Engineering Consultancies & EPC,40,34,SMEC,smec.com,Australia,Design & engineering consultancy (infrastructure),"5,000+",1k-5k,adjacent,,,Part of Temasek-backed Surbana Jurong; large global project backlog.,Infrastructure engineering brand seeking APAC/Gulf visibility.
11 Engineering Consultancies & EPC,41,34,Whiting-Turner Contracting,whiting-turner.com,USA,EPC / construction (incl. data centers),"4,000+",1k-5k,adjacent,,,"Revenue ~$10B+; privately held, top-5 US data-center builder.",Leading US data-center/industrial builder riding the AI infrastructure boom — talent-war visibility play.
