list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
Marine & Outdoor,Sunreef Yachts,sunreef-yachts.com,Poland,Superyacht Builder,1200,1k-5k,"Privately held, rapidly-growing luxury catamaran/superyacht builder with large Gdańsk production campus; multi-million-euro unit prices imply revenue well above $250M at current scale.",Fast-growing luxury catamaran brand actively investing in global marketing/electric-yacht innovation story.,,L08a
Marine & Outdoor,Baglietto,baglietto.com,Italy,Superyacht Builder,220,50-250,"Owned by Gruppo Gavio/ASTM (Italian infrastructure conglomerate, multi-billion € revenue) since 2013.",Historic Italian shipyard (est. 1854) backed by a large industrial parent capable of funding sponsorship.,,L08a
Marine & Outdoor,Nautor's Swan,nautorswan.com,Finland,Sailing Yacht Builder,250,250-1k,"Acquired by Sanlorenzo S.p.A. (public, revenue €930M) in 2022.","Iconic performance sailing yacht brand with deep racing heritage, now backed by a listed parent.",,L08a
Marine & Outdoor,Fountaine Pajot,fountaine-pajot.com,France,Sailing/Catamaran Builder,800,250-1k,Public company (Euronext Growth Paris: ALFPC); revenue est. ~€245M (2023).,"Leading catamaran builder (sail & power), publicly listed with disclosed financials near the affordability line.",,L08a
Marine & Outdoor,Bavaria Yachtbau,bavariayachts.com,Germany,Sailing/Motor Yacht Builder,900,250-1k,Owned by Bain Capital Credit (large global PE/credit firm) since a 2019 debt restructuring.,"One of Europe's largest sailing/motor yacht volume producers, backed by major US private equity.",,L08a
Marine & Outdoor,Groupe Bénéteau,beneteau-group.com,France,Boat Brand Group,6419,6k-20k,"Revenue €1.03B (2024, self-reported). Public company (Euronext Paris: BEN). Owns Jeanneau, Lagoon, Four Winns, Wellcraft, Prestige.",World's largest sailboat/leisure-boat group by volume; public with disclosed financials well above threshold.,,L08a
Marine & Outdoor,Amels (Damen Yachting),amels-holland.com,Netherlands,Superyacht Builder,1000,250-1k,"Parent Damen Shipyards Group: revenue est. $2.5-3.5B, 6,000-12,500 employees globally.",Semi-custom superyacht brand of a very large Dutch shipbuilding conglomerate.,,L08a
Marine & Outdoor,Brunswick Corporation,brunswick.com,United States,Boat & Engine Conglomerate,15000,6k-20k,"Revenue $5.2B (2024). Public (NYSE: BC). Owns Mercury Marine, Boston Whaler, Sea Ray, Bayliner, Lund, Navico Group.",World's largest recreational marine company; scale trivially clears the affordability bar.,,L08a
Marine & Outdoor,Malibu Boats,malibuboats.com,United States,Boat Builder,1700,1k-5k,"Net sales ~$829M FY2024 (self-reported 10-K). Public (NASDAQ: MBUU). Owns Cobalt, Pursuit, Maverick Boat Group.","Leading US performance/ski boat group, publicly traded well above the revenue gate.",,L08a
Marine & Outdoor,MasterCraft Boat Holdings,mastercraft.com,United States,Boat Builder,1000,250-1k,"Revenue $284.2M FY2025 (self-reported). Public (NASDAQ: MCFT). Owns NauticStar, Crest pontoons, Balise/Aviara.",Public performance-boat maker just above the revenue threshold with active sports marketing budget.,,L08a
Marine & Outdoor,Marine Products Corporation,marineproductscorp.com,United States,Boat Builder,1000,250-1k,Public (NYSE: MPX); historical revenue in the $250-350M range (Chaparral & Robalo boats).,Publicly traded US powerboat manufacturer at/above the affordability line.,,L08a
Marine & Outdoor,Chris-Craft,chriscraft.com,United States,Boat Builder,300,250-1k,"Owned by Winnebago Industries (public, NYSE: WGO, revenue ~$2.7B) since 2021.","America's most storied powerboat brand, now backed by a large public parent.",,L08a
Marine & Outdoor,White River Marine Group,basspro.com,United States,Boat Brand Group,4000,1k-5k,"Subsidiary of Bass Pro Shops/Johnny Morris enterprises (private, revenue est. $8-9B post-Cabela's merger). Owns Tracker, Nitro, Tahoe, Ranger, Triton, Regency pontoons.","Largest volume boat manufacturer in the US by units, backed by a massive private outdoor-retail parent.",,L08a
Marine & Outdoor,Bennington Marine,benningtonpontoons.com,United States,Boat Builder,1000,250-1k,"Owned by Polaris Inc. (public, NYSE: PII, revenue ~$8B).",Top pontoon-boat brand backed by a large public powersports/outdoor conglomerate.,,L08a
Marine & Outdoor,Fraser Yachts,fraseryachts.com,Monaco,Yacht Brokerage/Charter,409,250-1k,"Part of MarineMax (public, NYSE: HZO, revenue >$2B) since acquisition into its Superyacht Services division.","World's longest-serving superyacht brokerage; manages a $5.8B+ yacht portfolio, backed by a public parent.",,L08a
Marine & Outdoor,Northrop & Johnson,northropandjohnson.com,United States,Yacht Brokerage/Charter,181,50-250,"Part of MarineMax (public, NYSE: HZO, revenue >$2B).","Leading full-service superyacht brokerage (since 1949), backed by a public parent.",,L08a
Marine & Outdoor,Dream Yacht Charter,dreamyachtcharter.com,France,Yacht Charter,800,250-1k,"World's largest yacht charter fleet (1,500+ boats); backed by TowerBrook Capital Partners, a multi-billion-dollar global private equity firm.",Category-leading global charter platform with major PE sponsorship backing.,,L08a
Marine & Outdoor,The Moorings / Sunsail,moorings.com,British Virgin Islands,Yacht Charter,1500,1k-5k,"Owned by Travelopia, the travel-experiences group backed by KKR (one of the world's largest PE firms).","Two of the best-known global sailing charter brands, both backed by KKR-scale capital.",,L08a
Marine & Outdoor,IGY Marinas,igymarinas.com,United States,Marina Group,700,250-1k,"Standalone revenue est. $200-500M; acquired by MarineMax (public, NYSE: HZO) for ~$480M in 2024.","Premier global superyacht marina network (24 marinas, 13 countries), now backed by a public parent.",,L08a
Marine & Outdoor,Safe Harbor Marinas,safeharbor.com,United States,Marina Group,997,250-1k,Revenue est. $500M-1B; the world's largest owner-operator of marinas (140+ properties).,Category leader in US marina ownership with institutional-scale balance sheet.,,L08a
Marine & Outdoor,D-Marin,d-marin.com,Greece,Marina Group,800,250-1k,"Revenue est. $500M-1B (per enrichment); 28 premium marinas across the Mediterranean/Gulf, backed by major investors incl. Aldar Properties (UAE).",Leading Mediterranean/Gulf marina operator with institutional ownership and scale well above the gate.,,L08a
Marine & Outdoor,Dogus Marina,dogusmarina.com,Turkey,Marina Group,500,250-1k,"Part of Doğuş Holding, a large diversified Turkish conglomerate (automotive, media, finance) with multi-billion-dollar revenue.","Operates Yalıkavak Marina (Bodrum), a leading Mediterranean superyacht hub, backed by a major conglomerate.",,L08a
Marine & Outdoor,Suntex Marina Investors,suntex.com,United States,Marina Group,1500,1k-5k,"One of the largest private marina networks in North America (80+ properties), institutionally backed.",Major US marina consolidator with scale comparable to publicly-traded peers.,,L08a
Marine & Outdoor,MarineMax,marinemax.com,United States,Boat Dealer/Marina Group,5000,1k-5k,Revenue in the $1-10B range (self-reported); public (NYSE: HZO). World's largest recreational boat/yacht retailer.,"Public company spanning dealerships, marinas (IGY), and superyacht brokerage (Fraser, N&J) - broad F1 activation reach.",,L08a
Marine & Outdoor,OneWater Marine,onewatermarine.com,United States,Boat Dealer Group,3000,1k-5k,Revenue in the $1-10B range (self-reported); public (NASDAQ: ONEW).,"Second-largest US boat/yacht dealership group, publicly traded well above the affordability gate.",,L08a
Marine & Outdoor,Porto Montenegro,portomontenegro.com,Montenegro,Marina Group,300,250-1k,"Owned by Investment Corporation of Dubai, a large sovereign-linked investment vehicle.","Flagship Adriatic superyacht marina/resort, backed by a major sovereign investor.",,L08a
Marine & Outdoor,Marinvest Group,marinvestgroup.com,Sweden,Marina Group,500,250-1k,"Scandinavia's largest marina operator; acquired by EQT (one of Europe's largest PE firms, €200B+ AUM) in 2021.",Leading Nordic marina consolidator with major private-equity backing.,,L08a
Marine & Outdoor,Yamaha Motor Co. (Marine Division),yamaha-motor.com,Japan,Marine Engines/Boats,53000,20k+,Parent Yamaha Motor Co. revenue ~$14-17B; public (TSE: 7272). Owns Torqeedo since 2024.,Global outboard-engine and WaveRunner leader; huge public parent with a marine division actively investing in electrification.,,L08a
Marine & Outdoor,Suzuki Motor Corporation (Marine Division),globalsuzuki.com,Japan,Marine Engines,70000,20k+,Parent Suzuki Motor Corp revenue ~$30-38B; public (TSE: 7269).,Major global outboard-engine maker; parent has no current F1 sponsorship tie.,yes,L08a
Marine & Outdoor,Volvo Penta (AB Volvo),volvopenta.com,Sweden,Marine Engines,100000,20k+,Parent AB Volvo (Volvo Group) revenue ~$45B; public (Nasdaq Stockholm: VOLV). Distinct from Volvo Cars.,Leading marine propulsion/electrification brand; AB Volvo has no current F1 program (separate from Volvo Cars).,,L08a
Marine & Outdoor,Torqeedo,torqeedo.com,Germany,Electric Marine Propulsion,156,50-250,"Acquired into Yamaha Motor Group in April 2024 (huge public parent, revenue $14B+).","Leading electric-boat propulsion brand, well-positioned for a sustainability-linked F1 storyline.",,L08a
Marine & Outdoor,Navico Group,navico.com,Norway,Marine Electronics,1800,1k-5k,"Owned by Brunswick Corporation (public, NYSE: BC, revenue $5.2B) since 2021 ($1.05B acquisition). Owns Simrad, Lowrance, B&G, C-MAP.","Leading marine electronics/chartplotter house (Simrad/B&G popular with racing sailors), backed by Brunswick.",,L08a
Marine & Outdoor,Furuno Electric Co.,furuno.com,Japan,Marine Electronics,4300,1k-5k,Revenue $500M-1B (enrichment-confirmed); public company.,"World-leading marine radar/sonar/navigation electronics maker, comfortably above the revenue gate.",,L08a
Marine & Outdoor,Raymarine,raymarine.com,United States,Marine Electronics,15700,6k-20k,"Part of Teledyne Technologies (public, NYSE: TDY, revenue ~$5.7B) via Teledyne FLIR.",Major marine electronics/autopilot brand backed by a large diversified public parent.,,L08a
Marine & Outdoor,Yanmar Holdings,yanmar.com,Japan,Marine Engines,20000,6k-20k,"Large private industrial conglomerate, revenue est. ~$6B; major marine diesel engine supplier.",Leading marine diesel/engine brand with a large industrial parent well above the gate.,,L08a
Marine & Outdoor,Caterpillar Marine,cat.com,United States,Marine Engines,113000,20k+,Parent Caterpillar Inc. revenue >$60B; public (NYSE: CAT).,Major marine/yacht engine supplier backed by a top-tier US industrial giant.,yes,L08a
Marine & Outdoor,MTU (Rolls-Royce Power Systems),mtu-solutions.com,Germany,Marine Engines,10000,6k-20k,"Part of Rolls-Royce plc (public, LSE: RR., revenue £17B+).",Premium yacht/superyacht engine brand backed by a major public aerospace/power group.,,L08a
Marine & Outdoor,Cummins Marine,cummins.com,United States,Marine Engines,68000,20k+,Parent Cummins Inc. revenue ~$34B; public (NYSE: CMI).,Major marine diesel/generator supplier backed by a large public engine manufacturer.,yes,L08a
Marine & Outdoor,BRP Inc. (Sea-Doo/Manitou),brp.com,Canada,Boat/PWC Manufacturer,19000,6k-20k,"Public (TSX: DOO), revenue ~CAD $7-8B.",Leading personal watercraft (Sea-Doo) and pontoon (Manitou) maker with a large public parent and active motorsport marketing culture.,,L08a
Marine & Outdoor,Kohler Marine,kohlerpower.com,United States,Marine Generators/Power,40000,20k+,"Parent Kohler Co. (large private industrial conglomerate, revenue ~$8B).",Major marine generator/power brand backed by a large private industrial parent.,,L08a
Marine & Outdoor,Johnson Outdoors (Minn Kota/Humminbird),johnsonoutdoors.com,United States,Marine Electronics,1600,1k-5k,"Public (NASDAQ: JOUT), revenue ~$600M.","Owns Minn Kota trolling motors and Humminbird fishfinders, both marine-electronics category leaders.",,L08a
Marine & Outdoor,Twin Disc,twindisc.com,United States,Marine Transmissions,900,250-1k,"Public (NASDAQ: TWIN), revenue est. $250-300M.",Leading marine propulsion/transmission systems maker for yachts and workboats.,,L08a
Marine & Outdoor,MAN Engines (MAN Energy Solutions),man-es.com,Germany,Marine Engines,14000,6k-20k,"Part of Traton SE / Volkswagen Group (public, huge revenue).",Major superyacht/large-vessel diesel engine supplier backed by the VW Group.,,L08a
Marine & Outdoor,Seakeeper,seakeeper.com,United States,Marine Stabilization Systems,400,250-1k,"Majority stake acquired by Genstar Capital (large US PE firm, $30B+ AUM) in 2021; category-defining gyro-stabilizer maker installed on tens of thousands of boats.","Dominant, fast-growing marine stabilizer brand with major PE backing.",,L08a
Marine & Outdoor,Kongsberg Maritime,kongsberg.com,Norway,Marine Electronics/Systems,9000,6k-20k,"Part of Kongsberg Gruppen (public, revenue ~NOK 40B).","Major marine navigation/automation systems provider, backed by a large public Norwegian group.",yes,L08a
