#,brand,domain,employee_band,revenue_est,funding_total,valuation_est,confidence,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
1497,Grow Therapy,growtherapy.com,250-1k,unknown,$200M+ raised (Series C/D through 2023),"~$600M-1B (est., 2023-24, unconfirmed)",low,1,BetterUp,"Health, Betting & Services",Therapy access platform
1498,Guidewire Software,guidewire.com,1k-5k,~$1.03B (FY2024),n/a (public - NYSE: GWRE),market cap ~$10-15B,high,1,Solera,"Cyber, IT & Hardware",insurance core systems
1499,Gupshup,gupshup.io,1k-5k,unknown,"$340M+ raised (Series F, 2022)",$1.4B (2022),medium,1,Infobip,"Telecom, Media, Electronics & Gaming",Conversational messaging platform
1500,H.I.G. Capital,higcapital.com,250-1k,"unknown (private, AUM $60B+)",n/a (private/bootstrapped),unknown,medium,1,Carlyle,"Payments, Banking & Insurance",Mid-market private equity rival
1501,H3C Technologies,h3c.com,5k-20k,unknown (est. $6B+),n/a (public - STAR Market IPO 2024),market cap several $B,medium,1,Extreme Networks,"Cyber, IT & Hardware",networking equipment
1502,Habib's,habibs.com.br,5k-20k,unknown,n/a (private/bootstrapped),unknown,low,1,McDonald's (Arcos Dorados),"Beverages, Food & CPG",Brazilian Middle-Eastern QSR chain
1503,Halewood Artisanal Spirits,halewood-int.com,250-1k,unknown (est. £200-300M),n/a (private/bootstrapped),unknown,low,1,Moet Hennessy (LVMH),"Beverages, Food & CPG",UK independent spirits group
1504,Hamad Bin Khalifa University,hbku.edu.qa,1k-5k,n/a (Qatar Foundation funded),n/a,n/a,medium,1,KAUST,"Health, Betting & Services",Qatar Foundation research university
1505,Hammer Strength (Life Fitness),hammerstrength.com,1k-5k,unknown (brand within Life Fitness),n/a (private equity owned - KPS Capital),unknown,low,1,Technogym,"Telecom, Media, Electronics & Gaming",Strength training equipment brand
1506,Handelsblatt,handelsblatt.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",German business newspaper
1507,Harman Kardon,harmankardon.com,20k+,"unknown (brand within Harman, ~$8B segment)",n/a (public - Samsung subsidiary),unknown,medium,1,Bang & Olufsen,"Luxury, Fashion & Beauty",Samsung premium audio brand
1508,Harris Williams (PNC),harriswilliams.com,250-1k,unknown (segment of PNC),n/a (public - NYSE: PNC subsidiary),unknown,medium,1,Stephens,"Payments, Banking & Insurance",Mid-market M&A advisory rival
1509,Harvey Nash Group,harveynash.com,1k-5k,~£1B+ (Nash Squared group),n/a (private/bootstrapped),unknown,low,1,Akkodis (Adecco Group),"Cyber, IT & Hardware",technology recruitment/consulting
1510,Hasbro (Nerf/Transformers/Playskool),hasbro.com,5k-20k,~$4-5B (2023),n/a (public - NASDAQ: HAS),market cap ~$8-10B,high,1,LEGO Group,"Telecom, Media, Electronics & Gaming",Global toy maker
1511,Havells,havells.com,5k-20k,~$2.1B (FY2023),n/a (public - NSE: HAVELLS),market cap ~$15-18B,medium,1,Signify,"Energy, Industrial & Automotive",Indian electrical/lighting major
1512,Headspace (Headspace Health),headspace.com,250-1k,unknown,"$317M+ raised (incl. Ginger merger, 2021)",~$3B (2021),medium,1,BetterUp,"Health, Betting & Services","Mental wellbeing/coaching, absorbed Ginger"
1513,HealthEquity,healthequity.com,1k-5k,~$1.0-1.1B (FY2024),n/a (public - NASDAQ: HQY),market cap ~$7-8B,medium,1,Businessolver,"Payments, Banking & Insurance",HSA/benefits administration rival
1514,Heilind Electronics,heilind.com,1k-5k,unknown (est. $2B+),n/a (private/bootstrapped),unknown,low,1,Arrow Electronics,"Cyber, IT & Hardware",electronic components distribution
1515,Heimdal Security,heimdalsecurity.com,250-1k,unknown,"undisclosed growth investment (Blackstone Growth, 2023)",unknown,low,1,Bitdefender,"Cyber, IT & Hardware",endpoint/network security
1516,Hellman & Friedman,hf.com,250-1k,"unknown (private, AUM $100B+)",n/a (private/bootstrapped),unknown,medium,1,Carlyle,"Payments, Banking & Insurance",Global private equity rival
1517,Hensoldt,hensoldt.net,5k-20k,~€2.0B (2023),n/a (public - FRA: HAG),market cap ~€5-8B,medium,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",defense/sensor technology
1518,Herbert Smith Freehills,hsf.com,5k-20k,~£1.4-1.5B,n/a (private/partnership),unknown,medium,1,Ashurst,"Health, Betting & Services",Global law firm
1519,Herc Rentals,hercrentals.com,5k-20k,~$3.5B (2023),n/a (public - NYSE: HRI),market cap ~$4-5B,medium,1,Aggreko,"Energy, Industrial & Automotive",Equipment/power rental
1520,Heritage Insurance Holdings,heritagepci.com,250-1k,~$700-900M (est.),n/a (public - NYSE: HRTG),market cap ~$500M-1B,medium,1,Orion180,"Payments, Banking & Insurance",Coastal property insurer rival
1521,Herschel Supply,herschel.com,250-1k,unknown (est. $100-200M),n/a (private/bootstrapped),unknown,low,1,TUMI (Samsonite),"Luxury, Fashion & Beauty",Lifestyle bags & luggage brand
1522,Hibiki,suntorywhisky.com,20k+,"unknown (brand within Suntory Holdings, ~¥3T total)",n/a (private/bootstrapped - Suntory family owned),unknown,low,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",Suntory Japanese whisky
1523,High 5 Casino,high5casino.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Modo Casino,"Health, Betting & Services",US sweepstakes casino
1524,Highland Spring,highlandspring.com,250-1k,unknown (est. £200-250M),n/a (private/bootstrapped),unknown,low,1,S.Pellegrino (Nestle),"Beverages, Food & CPG",UK leading spring water brand
1525,Himoinsa,himoinsa.com,1k-5k,unknown (subsidiary of Yanmar),n/a (private - Yanmar subsidiary),unknown,low,1,Aggreko,"Energy, Industrial & Automotive",Generator manufacturer
1526,Hino Motors,hino.com,20k+,~$11-12B (est.),n/a (public - TYO: 7205),market cap moderate,medium,1,Iveco,"Energy, Industrial & Automotive",Commercial truck major (Toyota)
1527,Hippo Insurance,hippo.com,250-1k,~$100-200M (est.),n/a (public - NYSE: HIPO),market cap ~$300-500M,medium,1,Orion180,"Payments, Banking & Insurance",Insurtech homeowners insurer rival
1528,Hitachi,hitachi.com,20k+,~$65B+ (FY2023),n/a (public - TYO: 6501),market cap ~$80-100B+,high,1,NTT DATA,"Cyber, IT & Hardware",IT services/systems integration
1529,Hogan Lovells,hoganlovells.com,5k-20k,~$2.5-2.7B,n/a (private/partnership),unknown,medium,1,Ashurst,"Health, Betting & Services",Global law firm
1530,Holland America Line,hollandamerica.com,20k+,"unknown (brand within Carnival, ~$21B total)",n/a (public - NYSE: CCL),unknown,low,1,MSC Cruises,"Travel, Logistics & Property",Premium cruise rival
1531,Homes for Students,homesforstudents.co.uk,250-1k,unknown,"n/a (private, PE-backed)",unknown,low,1,Student.com,"Travel, Logistics & Property",UK student housing operator rival
1532,Hong Kong Exchanges and Clearing,hkex.com.hk,1k-5k,~$2.7B (2023),n/a (public - HKEX: 0388),market cap ~$40-50B+,high,1,Nasdaq,"Crypto, Trading & Wealth",HK exchange operator
1533,Hong Kong Jockey Club,hkjc.com,5k-20k,unknown (large charitable trust),n/a (nonprofit/charitable trust),n/a,medium,1,Allwyn,"Health, Betting & Services",Lottery/betting operator
1534,Honor,hihonor.com,5k-20k,unknown (est. $10-12B),$2.5B+ raised (2020 spinoff consortium),reported ~$50B+ IPO target (unconfirmed),low,1,Lenovo,"Cyber, IT & Hardware",laptops/mobile devices
1535,House of Blues (Live Nation),houseofblues.com,20k+,"unknown (brand within Live Nation, ~$22.7B total)",n/a (public - NYSE: LYV),unknown,low,1,Hard Rock International,"Travel, Logistics & Property",Music/entertainment venue brand rival
1536,Houston Methodist,houstonmethodist.org,20k+,~$5B+ (est.),n/a (nonprofit),n/a,medium,1,UChicago Medicine,"Health, Betting & Services",Academic-affiliated health system
1537,Hoya Vision Care,hoyavision.com,20k+,"unknown (segment of Hoya Corp, ~$5B total)",n/a (public - TYO: 7741),market cap ~$25-30B,medium,1,Shamir Optical,"Luxury, Fashion & Beauty",Japanese ophthalmic lens manufacturer
1538,HPS Investment Partners,hpspartners.com,250-1k,"unknown (private, AUM $150B+)",n/a (private),"~$12B (BlackRock acquisition deal, 2025)",medium,1,ZCG,"Payments, Banking & Insurance",Private credit specialist rival
1539,Hubbell Lighting,hubbell.com,5k-20k,"~$5.6B (Hubbell Inc, 2023)",n/a (public - NYSE: HUBB),market cap ~$20B+,medium,1,Signify,"Energy, Industrial & Automotive",US lighting manufacturer
1540,Huda Beauty,hudabeauty.com,250-1k,unknown (est. $200-300M+),undisclosed investment from TSG Consumer Partners (2017),"~$1.2B (est., 2017)",low,1,Charlotte Tilbury (Puig),"Luxury, Fashion & Beauty",Independent prestige makeup brand
1541,Hugging Face (Inference Endpoints),huggingface.co,250-1k,unknown,"$395M raised (Series D, 2023)",$4.5B (2023),medium,1,CoreWeave,"Cyber, IT & Hardware",AI model hosting/inference
1542,Hulu (Disney),hulu.com,1k-5k,unknown (folded into Disney DTC segment),n/a (public - Disney subsidiary),implied ~$27.5B+ (2023 Comcast stake buyout),medium,1,Paramount+ (Paramount Skydance),"Telecom, Media, Electronics & Gaming",US streaming service
1543,Hummel,hummel.net,250-1k,~$350-450M (est.),n/a (public - Nasdaq Copenhagen: HUM),market cap ~$100-200M,medium,1,Castore,"Luxury, Fashion & Beauty",Danish sportswear/teamwear brand
1544,Huntress,huntress.com,250-1k,unknown,"$81M+ raised (Series C, 2022)","unknown (est. $700M-1B, unconfirmed)",low,1,CrowdStrike,"Cloud, Data & AI Software",managed detection rival
1545,Hutchison Ports,hutchisonports.com,20k+,unknown (segment of CK Hutchison),n/a (public - HKEX: 0001 parent),unknown,low,1,DP World,"Travel, Logistics & Property",Global port terminal operator rival
1546,HYCU,hycu.com,250-1k,unknown,"$130M+ raised (through Series C, 2023)","unknown (est. $500M+, unconfirmed)",low,1,Rubrik,"Cloud, Data & AI Software",SaaS data protection rival
1547,Hydro Flask,hydroflask.com,unknown,"unknown (brand within Helen of Troy, ~$2.0B total)",n/a (public - NASDAQ: HELE parent),unknown,low,1,Yeti,"Luxury, Fashion & Beauty",Premium insulated drinkware brand
1548,Hyperice,hyperice.com,250-1k,unknown,"$130M+ raised (incl. RedBird Capital, 2023)","unknown (est. $700M-1B, unconfirmed)",low,1,Therabody,"Health, Betting & Services",Direct rival percussion/recovery tech
1549,Hytera Communications,hytera.com,5k-20k,~$600-700M (est.),n/a (public - Shenzhen: 002583),market cap moderate,low,1,Riedel,"Telecom, Media, Electronics & Gaming",Two-way radio/comms systems
1550,Hyundai Capital Services,hyundaicapital.com,1k-5k,unknown,n/a (private subsidiary of Hyundai Motor Group),unknown,low,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival
1551,Iberia,iberia.com,5k-20k,~€5-6B (segment),n/a (public - IAG parent),unknown,medium,1,Qatar Airways,"Travel, Logistics & Property",European flag carrier
1552,Ice Mountain,icemountainwater.com,5k-20k,"unknown (brand within BlueTriton, ~$4.5B total)","n/a (private, PE-owned - One Rock/Metropoulos)",unknown,low,1,Vellamo Water (ThaiBev/Chang),"Beverages, Food & CPG",BlueTriton regional spring water brand
1553,ICI PARIS XL,iciparisxl.com,1k-5k,unknown (segment of A.S. Watson/CK Hutchison),n/a (public - CK Hutchison parent),unknown,low,1,Sephora (LVMH),"Luxury, Fashion & Beauty",Benelux beauty retailer
1554,ICL Group,icl-group.com,5k-20k,~$7.3B (2023),n/a (public - NYSE: ICL),market cap ~$5-7B,medium,1,Ma'aden,"Energy, Industrial & Automotive",Specialty minerals/fertilizer
1555,ICTSI,ictsi.com,5k-20k,~$2.3B (2023),n/a (public - PSE: ICT),market cap ~$8-10B,medium,1,DP World,"Travel, Logistics & Property",Global container terminal operator rival
1556,ID.me,id.me,250-1k,unknown,"$277M raised (Series D, 2021)",$1.5B+ (2021),medium,1,CLEAR,"Health, Betting & Services",Identity verification platform
1557,Idom,idom.com,1k-5k,~$2B (est.),n/a (public - TYO: 7599),market cap moderate,low,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",engineering/technology consulting
1558,Igloo,igloocoolers.com,250-1k,"unknown (brand within Dometic, ~$2.1B total)","n/a (public - Dometic parent, Nasdaq Stockholm: DOM)",$677M (2021 acquisition price),medium,1,Yeti,"Luxury, Fashion & Beauty",Mass-market cooler brand
1559,IGT,igt.com,5k-20k,~$2.3B (2023),n/a (public - NYSE: IGT),market cap ~$3-4B,medium,1,Allwyn,"Health, Betting & Services",Global lottery/gaming systems
1560,IHI Corporation,ihi.co.jp,20k+,~$10B (est.),n/a (public - TYO: 7013),market cap ~$5-7B,medium,1,Garrett Motion,"Energy, Industrial & Automotive",Turbocharger manufacturer
1561,IKEA LADDA,ikea.com,20k+,"unknown (product line within IKEA, ~€47.6B total)","n/a (private, foundation-owned)",n/a,low,1,Duracell (Berkshire Hathaway),"Telecom, Media, Electronics & Gaming",Private-label rechargeable batteries
1562,Imagination Technologies,imaginationtech.com,250-1k,unknown,"n/a (private equity owned - Canyon Bridge, 2017)",unknown,low,1,Arm (SoftBank Group),"Cyber, IT & Hardware",GPU/CPU IP licensing
1563,IMG,img.com,5k-20k,unknown (segment of Endeavor),"n/a (private - Endeavor/Silver Lake, taken private 2025)",unknown,low,1,Juss Sports (Juss Group),"Health, Betting & Services",Sports management/marketing agency
1564,Imperial College London,imperial.ac.uk,5k-20k,~£1.4B (annual income),n/a (public/government funded),n/a,medium,1,KAUST,"Health, Betting & Services",STEM research university
1565,In-N-Out Burger,in-n-out.com,20k+,unknown (est. $1-1.5B+),n/a (private/bootstrapped - family owned),unknown,medium,1,McDonald's (Arcos Dorados),"Beverages, Food & CPG",US regional burger QSR chain
1566,Incode,incode.com,250-1k,unknown,"$220M raised (Series C, 2023)",$1.25B (2023),medium,1,CLEAR,"Health, Betting & Services",Identity verification platform
1567,Indo Optical,indo.es,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Shamir Optical,"Luxury, Fashion & Beauty",Spanish ophthalmic lens manufacturer
1568,Infinidat,infinidat.com,250-1k,unknown,$275M+ raised,"~$1.6B (2020); acquired by Lenovo (2025, terms undisclosed)",medium,1,NetApp,"Cloud, Data & AI Software",enterprise storage rival
1569,Informatica,informatica.com,1k-5k,~$1.6B (2023),n/a (public - NYSE: INFA),"~$8B (Salesforce acquisition deal, 2025)",high,1,Alteryx,"Cloud, Data & AI Software",data integration/ETL rival
1570,Infosys BPM,infosysbpm.com,20k+,"unknown (segment of Infosys, ~$18.5B total)",n/a (public - Infosys parent),unknown,medium,1,Mphasis,"Cyber, IT & Hardware",business process management
1571,Ingram Micro,ingrammicro.com,20k+,~$48B (2023),"n/a (public - NYSE: INGM, re-IPO 2024)",market cap ~$5-6B,high,1,Arrow Electronics,"Cyber, IT & Hardware",IT distribution
1572,InMoment,inmoment.com,1k-5k,unknown,"$122M+ raised historically; majority PE investment (MDP, 2021)","unknown (est. $1B+, unconfirmed)",low,1,Medallia,"Cloud, Data & AI Software",CX management rival
1573,Innocent Drinks,innocentdrinks.co.uk,250-1k,~£300-400M (est.),n/a (majority owned by Coca-Cola since 2013),unknown,medium,1,Rauch,"Beverages, Food & CPG",Coca-Cola-owned smoothie/juice brand
1574,Innospec,innospecinc.com,1k-5k,~$1.8B (2023),n/a (public - NASDAQ: IOSP),market cap ~$2-2.5B,medium,1,Nouryon,"Energy, Industrial & Automotive",Specialty chemicals
1575,Insight Enterprises,insight.com,5k-20k,~$9.2B (2023),n/a (public - NASDAQ: NSIT),market cap ~$4-5B,high,1,Arrow Electronics,"Cyber, IT & Hardware",IT solutions/distribution
1576,InstaReM (Nium),nium.com,250-1k,unknown,"$293M+ raised (Series D+, 2021-22)",~$1B-1.4B (2021-22),medium,1,MoneyGram,"Payments, Banking & Insurance",Cross-border payments rival
1577,Integro Insurance Brokers,integrogroup.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,Marsh (Marsh McLennan),"Payments, Banking & Insurance",Specialty insurance brokerage rival
1578,Intellias,intellias.com,1k-5k,unknown (est. $150-200M),n/a (private/bootstrapped),unknown,low,1,RebelDot,"Cyber, IT & Hardware",software engineering (CEE-based)
1579,Interactive Brokers,interactivebrokers.com,1k-5k,~$4.3B (2023 net revenue),n/a (public - NASDAQ: IBKR),market cap ~$30-40B+,high,1,Public.com,"Crypto, Trading & Wealth",global multi-asset broker
1580,Intercom,intercom.com,250-1k,unknown,"$241M raised (through Series D, 2018)",$1.275B (2018),medium,1,Freshworks,"Cloud, Data & AI Software",customer messaging rival
1581,Intermex (International Money Express),intermexonline.com,250-1k,~$580M (2023),n/a (public - NASDAQ: IMXI),market cap ~$700M-1B,medium,1,MoneyGram,"Payments, Banking & Insurance",US-Latin America remittance rival
1582,Intertrust Group (CSC),cscgfm.com,1k-5k,unknown,n/a (private - CSC parent),€1.7B (2022 acquisition price),medium,1,BNY,"Payments, Banking & Insurance",Fund/corporate services rival
1583,Intralot,intralot.com,1k-5k,~€400-450M (est.),n/a (public - Athens Exchange: INLOT),market cap ~€150-250M,medium,1,Allwyn,"Health, Betting & Services",Lottery operator/technology
1584,Invesco,invesco.com,5k-20k,~$5.2B (2023),n/a (public - NYSE: IVZ),market cap ~$6-8B,high,1,Nuveen (TIAA),"Payments, Banking & Insurance",Global asset management rival
1585,Investec,investec.com,5k-20k,unknown,n/a (public - LSE/JSE: INVP/INL),market cap ~£3-4B,medium,1,Barclays,"Payments, Banking & Insurance",UK/SA specialist banking rival
1586,Investing.com,investing.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,CNBC (Comcast/NBCUniversal),"Telecom, Media, Electronics & Gaming",Financial news/data
1587,IONOS,ionos.com,1k-5k,~€1.5B (2023),"n/a (public - FRA: IOS, IPO 2023)",market cap ~€2-2.5B,medium,1,AWS (Amazon),"Cloud, Data & AI Software",European cloud challenger
1588,IQ-EQ,iqeq.com,5k-20k,unknown (est. €500M+),n/a (private equity owned - Astorg),unknown,low,1,BNY,"Payments, Banking & Insurance",Fund/corporate services rival
1589,Isuzu,isuzu.co.jp,20k+,~$17-18B (est.),n/a (public - TYO: 7202),market cap ~$10-12B,high,1,Iveco,"Energy, Industrial & Automotive",Commercial truck major
1590,Iterable,iterable.com,250-1k,unknown,"$347M raised (Series E, 2021)",$2B (2021),medium,1,Rokt,"Telecom, Media, Electronics & Gaming",Customer engagement platform
1591,ITMAGINATION,itmagination.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,1,RebelDot,"Cyber, IT & Hardware",software engineering (Poland)
1592,Ito En,itoen.com,5k-20k,~$3.3B (est.),n/a (public - TYO: 2593),market cap ~$5-6B,medium,1,PepsiCo,"Beverages, Food & CPG",Japanese tea/beverage group
