brand,domain,already_in_f1,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
Harvey Nash Group,harveynash.com,,1,Akkodis (Adecco Group),"Cyber, IT & Hardware",technology recruitment/consulting
Hasbro (Nerf/Transformers/Playskool),hasbro.com,,1,LEGO Group,"Telecom, Media, Electronics & Gaming",Global toy maker
Havells,havells.com,,1,Signify,"Energy, Industrial & Automotive",Indian electrical/lighting major
HCI Group,hcigroup.com,,1,Orion180,"Payments, Banking & Insurance",Florida homeowners insurer holding rival
Headspace (Headspace Health),headspace.com,,1,BetterUp,"Health, Betting & Services","Mental wellbeing/coaching, absorbed Ginger"
HealthEquity,healthequity.com,,1,Businessolver,"Payments, Banking & Insurance",HSA/benefits administration rival
Hedera,hedera.com,YES,1,BlockDAG,"Crypto, Trading & Wealth",McLaren partner
Heilind Electronics,heilind.com,,1,Arrow Electronics,"Cyber, IT & Hardware",electronic components distribution
Heimdal Security,heimdalsecurity.com,,1,Bitdefender,"Cyber, IT & Hardware",endpoint/network security
Helix Sleep,helixsleep.com,,1,Eight Sleep,"Health, Betting & Services",DTC mattress brand
Hellman & Friedman,hf.com,,1,Carlyle,"Payments, Banking & Insurance",Global private equity rival
Help Scout,helpscout.com,,1,Freshworks,"Cloud, Data & AI Software",customer service rival
Hensoldt,hensoldt.net,,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",defense/sensor technology
Herbert Smith Freehills,hsf.com,,1,Ashurst,"Health, Betting & Services",Global law firm
Herc Rentals,hercrentals.com,,1,Aggreko,"Energy, Industrial & Automotive",Equipment/power rental
Heritage Insurance Holdings,heritagepci.com,,1,Orion180,"Payments, Banking & Insurance",Coastal property insurer rival
Herschel Supply,herschel.com,,1,TUMI (Samsonite),"Luxury, Fashion & Beauty",Lifestyle bags & luggage brand
Heusinkveld Engineering,heusinkveld.com,,1,Fanatec (Corsair),"Telecom, Media, Electronics & Gaming",Sim-racing pedal maker
Hiball Energy,hiballenergy.com,,1,Celsius (Celsius Holdings),"Beverages, Food & CPG",US organic energy drink brand
Hibiki,suntorywhisky.com,,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",Suntory Japanese whisky
High 5 Casino,high5casino.com,,1,Modo Casino,"Health, Betting & Services",US sweepstakes casino
High Brew Coffee,highbrewcoffee.com,,1,Beforeyouspeak Coffee,"Beverages, Food & CPG",US ready-to-drink cold brew brand
High5 Sports Nutrition,highfive.co.uk,,1,Gatorade (PepsiCo),"Beverages, Food & CPG",UK endurance sports nutrition brand
Highland Spring,highlandspring.com,,1,S.Pellegrino (Nestle),"Beverages, Food & CPG",UK leading spring water brand
Himoinsa,himoinsa.com,,1,Aggreko,"Energy, Industrial & Automotive",Generator manufacturer
Hino Motors,hino.com,,1,Iveco,"Energy, Industrial & Automotive",Commercial truck major (Toyota)
Hippo Insurance,hippo.com,,1,Orion180,"Payments, Banking & Insurance",Insurtech homeowners insurer rival
Hitachi,hitachi.com,,1,NTT DATA,"Cyber, IT & Hardware",IT services/systems integration
Hofbrau Munchen,hofbraeu-muenchen.de,,1,Paulaner,"Beverages, Food & CPG",Munich royal brewery
Hogan Lovells,hoganlovells.com,,1,Ashurst,"Health, Betting & Services",Global law firm
Hohes C,hohesc.de,,1,Rauch,"Beverages, Food & CPG",Eckes-Granini premium juice brand
Holland America Line,hollandamerica.com,,1,MSC Cruises,"Travel, Logistics & Property",Premium cruise rival
Homes for Students,homesforstudents.co.uk,,1,Student.com,"Travel, Logistics & Property",UK student housing operator rival
Honda Financial Services,hondafinancialservices.com,YES,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival; Honda (HRC) is Aston Martin power unit partner
Hong Kong Exchanges and Clearing,hkex.com.hk,,1,Nasdaq,"Crypto, Trading & Wealth",HK exchange operator
Hong Kong Jockey Club,hkjc.com,,1,Allwyn,"Health, Betting & Services",Lottery/betting operator
Honor,hihonor.com,,1,Lenovo,"Cyber, IT & Hardware",laptops/mobile devices
Hourglass Cosmetics,hourglasscosmetics.com,,1,Charlotte Tilbury (Puig),"Luxury, Fashion & Beauty",Unilever prestige makeup brand
House of Blues (Live Nation),houseofblues.com,,1,Hard Rock International,"Travel, Logistics & Property",Music/entertainment venue brand rival
Houston Methodist,houstonmethodist.org,,1,UChicago Medicine,"Health, Betting & Services",Academic-affiliated health system
Hovde Group,hovdegroup.com,,1,Stephens,"Payments, Banking & Insurance",Financial institutions investment bank rival
Hoya Vision Care,hoyavision.com,,1,Shamir Optical,"Luxury, Fashion & Beauty",Japanese ophthalmic lens manufacturer
HPS Investment Partners,hpspartners.com,,1,ZCG,"Payments, Banking & Insurance",Private credit specialist rival
HRE Performance Wheels,hrewheels.com,,1,BBS Wheels,"Energy, Industrial & Automotive",Forged performance wheels
Hubbell Lighting,hubbell.com,,1,Signify,"Energy, Industrial & Automotive",US lighting manufacturer
Huda Beauty,hudabeauty.com,,1,Charlotte Tilbury (Puig),"Luxury, Fashion & Beauty",Independent prestige makeup brand
Huddly,huddly.com,,1,Neat,"Health, Betting & Services",AI conferencing cameras
Hugging Face (Inference Endpoints),huggingface.co,,1,CoreWeave,"Cyber, IT & Hardware",AI model hosting/inference
Hulu (Disney),hulu.com,,1,Paramount+ (Paramount Skydance),"Telecom, Media, Electronics & Gaming",US streaming service
Hummel,hummel.net,,1,Castore,"Luxury, Fashion & Beauty",Danish sportswear/teamwear brand
Huntress,huntress.com,,1,CrowdStrike,"Cloud, Data & AI Software",managed detection rival
Hut 8 Corp,hut8.com,,1,Core Scientific,"Cyber, IT & Hardware",digital infrastructure/data centers
Hutchison Ports,hutchisonports.com,,1,DP World,"Travel, Logistics & Property",Global port terminal operator rival
HVMN,hvmn.com,,1,HMN24,"Beverages, Food & CPG",US performance/nootropic supplement brand
HYCU,hycu.com,,1,Rubrik,"Cloud, Data & AI Software",SaaS data protection rival
Hydro Flask,hydroflask.com,,1,Yeti,"Luxury, Fashion & Beauty",Premium insulated drinkware brand
Hyperice,hyperice.com,,1,Therabody,"Health, Betting & Services",Direct rival percussion/recovery tech
Hytera Communications,hytera.com,,1,Riedel,"Telecom, Media, Electronics & Gaming",Two-way radio/comms systems
Hyundai Capital Services,hyundaicapital.com,,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival
Iberia,iberia.com,,1,Qatar Airways,"Travel, Logistics & Property",European flag carrier
Ice Mountain,icemountainwater.com,,1,Vellamo Water (ThaiBev/Chang),"Beverages, Food & CPG",BlueTriton regional spring water brand
Iceberg,icebergpouches.com,,1,ZYN (Philip Morris International),"Beverages, Food & CPG",European nicotine pouch brand
Icelandic Glacial,icelandicglacial.com,,1,S.Pellegrino (Nestle),"Beverages, Food & CPG",Icelandic premium bottled water
Ichnusa,ichnusa.it,YES,1,Peroni (Asahi Group),"Beverages, Food & CPG",Heineken-owned Sardinian lager
ICI PARIS XL,iciparisxl.com,,1,Sephora (LVMH),"Luxury, Fashion & Beauty",Benelux beauty retailer
ICL Group,icl-group.com,,1,Ma'aden,"Energy, Industrial & Automotive",Specialty minerals/fertilizer
ICON,icon.foundation,,1,Hedera,"Crypto, Trading & Wealth",interoperable L1
ICTSI,ictsi.com,,1,DP World,"Travel, Logistics & Property",Global container terminal operator rival
ID Quantique,idquantique.com,,1,SEALSQ,"Cyber, IT & Hardware",quantum-safe security
ID.me,id.me,,1,CLEAR,"Health, Betting & Services",Identity verification platform
Identifix,identifix.com,,1,Solera,"Cyber, IT & Hardware",automotive repair diagnostics
Idom,idom.com,,1,IndraMind (Indra Sistemas),"Cyber, IT & Hardware",engineering/technology consulting
IDrive,idrive.com,,1,Dropbox,"Cloud, Data & AI Software",cloud backup/storage rival
Igloo,igloocoolers.com,,1,Yeti,"Luxury, Fashion & Beauty",Mass-market cooler brand
IGT,igt.com,,1,Allwyn,"Health, Betting & Services",Global lottery/gaming systems
IHI Corporation,ihi.co.jp,,1,Garrett Motion,"Energy, Industrial & Automotive",Turbocharger manufacturer
IKEA LADDA,ikea.com,,1,Duracell (Berkshire Hathaway),"Telecom, Media, Electronics & Gaming",Private-label rechargeable batteries
Imagination Technologies,imaginationtech.com,,1,Arm (SoftBank Group),"Cyber, IT & Hardware",GPU/CPU IP licensing
IMG,img.com,,1,Juss Sports (Juss Group),"Health, Betting & Services",Sports management/marketing agency
ImmyBot,immy.bot,,1,NinjaOne,"Cyber, IT & Hardware",automated endpoint management
Impact Racing,impactraceproducts.com,,1,Bell Racing Helmets,"Energy, Industrial & Automotive",Motorsport safety gear
Imperial College London,imperial.ac.uk,,1,KAUST,"Health, Betting & Services",STEM research university
In-N-Out Burger,in-n-out.com,,1,McDonald's (Arcos Dorados),"Beverages, Food & CPG",US regional burger QSR chain
Incase,incase.com,,1,mophie (ZAGG),"Telecom, Media, Electronics & Gaming",Mobile/tech accessories
Incode,incode.com,,1,CLEAR,"Health, Betting & Services",Identity verification platform
Indo Optical,indo.es,,1,Shamir Optical,"Luxury, Fashion & Beauty",Spanish ophthalmic lens manufacturer
INEOS,ineos.com,YES,1,Nouryon,"Energy, Industrial & Automotive",Mercedes principal partner
Infinidat,infinidat.com,,1,NetApp,"Cloud, Data & AI Software",enterprise storage rival
Inflection AI,inflection.ai,,1,Claude (Anthropic),"Cloud, Data & AI Software",AI assistant rival
Informatica,informatica.com,,1,Alteryx,"Cloud, Data & AI Software",data integration/ETL rival
Infosys BPM,infosysbpm.com,,1,Mphasis,"Cyber, IT & Hardware",business process management
Ingram Micro,ingrammicro.com,,1,Arrow Electronics,"Cyber, IT & Hardware",IT distribution
Injective,injective.com,,1,BlockDAG,"Crypto, Trading & Wealth",finance-focused L1
InMoment,inmoment.com,,1,Medallia,"Cloud, Data & AI Software",CX management rival
Innocent Drinks,innocentdrinks.co.uk,,1,Rauch,"Beverages, Food & CPG",Coca-Cola-owned smoothie/juice brand
Innospec,innospecinc.com,,1,Nouryon,"Energy, Industrial & Automotive",Specialty chemicals
Innova Electronics,innova.com,,1,Solera,"Cyber, IT & Hardware",vehicle diagnostics tools
Insight Enterprises,insight.com,,1,Arrow Electronics,"Cyber, IT & Hardware",IT solutions/distribution
Insightly,insightly.com,,1,Salesforce,"Cloud, Data & AI Software",SMB CRM rival
Instagram Reels (Meta),instagram.com,YES,1,TikTok (ByteDance),"Telecom, Media, Electronics & Gaming","Meta, Mercedes partner via WhatsApp"
InstaReM (Nium),nium.com,,1,MoneyGram,"Payments, Banking & Insurance",Cross-border payments rival
Institutional Investor,institutionalinvestor.com,,1,Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",Finance industry media
Integro Insurance Brokers,integrogroup.com,,1,Marsh (Marsh McLennan),"Payments, Banking & Insurance",Specialty insurance brokerage rival
Intellias,intellias.com,,1,RebelDot,"Cyber, IT & Hardware",software engineering (CEE-based)
Interactive Brokers,interactivebrokers.com,,1,Public.com,"Crypto, Trading & Wealth",global multi-asset broker
Intercom,intercom.com,,1,Freshworks,"Cloud, Data & AI Software",customer messaging rival
Intermex (International Money Express),intermexonline.com,,1,MoneyGram,"Payments, Banking & Insurance",US-Latin America remittance rival
International Lottery & Totalizator Systems (ILTS),ilts.com,,1,Allwyn,"Health, Betting & Services",Lottery systems supplier
Intertrust Group (CSC),cscgfm.com,,1,BNY,"Payments, Banking & Insurance",Fund/corporate services rival
Intralot,intralot.com,,1,Allwyn,"Health, Betting & Services",Lottery operator/technology
Invesco,invesco.com,,1,Nuveen (TIAA),"Payments, Banking & Insurance",Global asset management rival
Investec,investec.com,,1,Barclays,"Payments, Banking & Insurance",UK/SA specialist banking rival
Investing.com,investing.com,,1,CNBC (Comcast/NBCUniversal),"Telecom, Media, Electronics & Gaming",Financial news/data
Investor's Business Daily,investors.com,,1,Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",Financial news
IONOS,ionos.com,,1,AWS (Amazon),"Cloud, Data & AI Software",European cloud challenger
Ipone,ipone.com,,1,Motul,"Energy, Industrial & Automotive",French moto lubricants brand
IQ-EQ,iqeq.com,,1,BNY,"Payments, Banking & Insurance",Fund/corporate services rival
iRacing,iracing.com,,1,EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",PC sim-racing platform rival
Iris Energy,irisenergy.co,,1,Core Scientific,"Cyber, IT & Hardware",data center/HPC infrastructure
ISL Online,islonline.com,,1,TeamViewer,"Cloud, Data & AI Software",remote desktop rival
IsoEnergy,isoenergy.ca,,1,NexGen,"Energy, Industrial & Automotive",Athabasca Basin explorer
Isopure,theisopurecompany.com,YES,1,Optimum Nutrition (Glanbia),"Beverages, Food & CPG",Nestle Health Science protein brand
Isostar,isostar.com,,1,Gatorade (PepsiCo),"Beverages, Food & CPG",European sports hydration brand
Isuzu,isuzu.co.jp,,1,Iveco,"Energy, Industrial & Automotive",Commercial truck major
It's a 10 Haircare,itsa10haircare.com,,1,Wella Company,"Beverages, Food & CPG",US professional hair care brand
Iterable,iterable.com,,1,Rokt,"Telecom, Media, Electronics & Gaming",Customer engagement platform
ITMAGINATION,itmagination.com,,1,RebelDot,"Cyber, IT & Hardware",software engineering (Poland)
Ito En,itoen.com,,1,PepsiCo,"Beverages, Food & CPG",Japanese tea/beverage group
J&B,jbwhisky.com,,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",Diageo blended Scotch
J.B. Hunt,jbhunt.com,,1,DHL,"Travel, Logistics & Property",North American trucking/logistics
J.Lindeberg,jlindeberg.com,,1,Hugo Boss (BOSS / HUGO / Hugo Eyewear),"Luxury, Fashion & Beauty",Swedish premium sport-fashion brand
J.P. Morgan Asset Management,am.jpmorgan.com,,1,Nuveen (TIAA),"Payments, Banking & Insurance",Global asset management rival
Jabra (GN Group),jabra.com,,1,Neat,"Health, Betting & Services",Video/audio conferencing hardware
Jack & Jones,jackjones.com,,1,Pepe Jeans,"Luxury, Fashion & Beauty",Bestseller casualwear/denim brand
Jack in the Box,jackinthebox.com,,1,McDonald's (Arcos Dorados),"Beverages, Food & CPG",US regional burger QSR chain
Jacob & Co,jacobandco.com,,1,Richard Mille,"Luxury, Fashion & Beauty",Ultra-high-end jewelry watchmaker
Jaguar,jaguar.com,,1,Aston Martin Lagonda,"Energy, Industrial & Automotive",Premium sports/luxury automaker
Jaguar Land Rover Financial Services,jaguarlandroverfinancialservices.com,,1,Mobilize Financial Services (Renault Group),"Payments, Banking & Insurance",Captive auto-finance rival
JAKKS Pacific,jakks.com,,1,LEGO Group,"Telecom, Media, Electronics & Gaming",Toy maker
Jamba Juice,jamba.com,,1,Oakberry,"Beverages, Food & CPG",US smoothie chain (Focus Brands)
Jamf,jamf.com,,1,NinjaOne,"Cyber, IT & Hardware",Apple device management
Janney Montgomery Scott,janney.com,,1,Stephens,"Payments, Banking & Insurance",Regional investment bank/wealth management rival
Janus Henderson,janushenderson.com,,1,Nuveen (TIAA),"Payments, Banking & Insurance",Global asset management rival
Japan Exchange Group,jpx.co.jp,,1,Nasdaq,"Crypto, Trading & Wealth",Tokyo exchange operator
Jarltech International,jarltech.com,,1,Arrow Electronics,"Cyber, IT & Hardware",IT/AIDC distribution (Europe)
JBL,jbl.com,,1,Bang & Olufsen,"Luxury, Fashion & Beauty",Harman/Samsung mainstream audio brand
JCB,jcb.com,YES,1,Komatsu,"Energy, Industrial & Automotive",Aston Martin partner
Jigsaw,jigsaw-online.com,,1,Reiss,"Luxury, Fashion & Beauty",British contemporary fashion brand
Jobvite (Employ),jobvite.com,,1,Avature,"Cloud, Data & AI Software",recruiting platform rival
Johannesburg Stock Exchange,jse.co.za,,1,Nasdaq,"Crypto, Trading & Wealth",South Africa's exchange
John Paul (Accor),johnpaul.com,,1,Velocity Black (Capital One),"Payments, Banking & Insurance",Concierge services rival
Johnnie Walker,johnniewalker.com,,1,Chivas Regal (Pernod Ricard),"Beverages, Food & CPG",Diageo blended Scotch leader
Johnnie-O,johnnie-o.com,,1,TravisMathew (Topgolf Callaway Brands),"Luxury, Fashion & Beauty",Golf & resort lifestyle apparel brand
Johns Hopkins Medicine,hopkinsmedicine.org,,1,UChicago Medicine,"Health, Betting & Services",Academic health system
Joico,joico.com,,1,Wella Company,"Beverages, Food & CPG",Henkel-owned professional hair care brand
Jones Golf Bags,jonesgolfbags.com,,1,OGIO (Topgolf Callaway Brands),"Luxury, Fashion & Beauty",Lifestyle golf bag brand
Jordan Tourism Board,visitjordan.com,,1,Visit Qatar (Qatar Tourism),"Travel, Logistics & Property",Regional tourism authority rival
JRZ Suspension Engineering,jrzsuspension.com,,1,Ohlins,"Energy, Industrial & Automotive",Motorsport dampers
JTEKT Corporation,jtekt.co.jp,,1,SKF,"Energy, Industrial & Automotive",Japanese bearings/steering
Judo Water Treatment,judo.eu,,1,BWT,"Energy, Industrial & Automotive",German water conditioning
Juice Head,juiceheadpouches.com,,1,ZYN (Philip Morris International),"Beverages, Food & CPG",US nicotine pouch brand
Juicy Juice,juicyjuice.com,,1,Rauch,"Beverages, Food & CPG",Harvest Hill Beverage juice brand
Julbo,julbo.com,,1,Oakley (EssilorLuxottica),"Luxury, Fashion & Beauty",French performance sport eyewear brand
Jumio,jumio.com,,1,CLEAR,"Health, Betting & Services",Identity verification platform
JumpCloud,jumpcloud.com,,1,Okta,"Cyber, IT & Hardware",unified identity platform
Justworks,justworks.com,,1,Businessolver,"Payments, Banking & Insurance",PEO/benefits platform rival
JVCKenwood,jvckenwood.com,,1,Riedel,"Telecom, Media, Electronics & Gaming",Radio comms/broadcast equipment
